feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,label
-0.2646219879125547,-1.5103026953149823,-1.6007283433510093,1.2954056502720614,-0.42311908883134486,0.6279171107848487,-0.4872395118232054,0.794822745591256,-0.03730508058716724,0.7165504920039627,-0.2357037480573877,-1.6601098507521623,-0.05715666637836336,-2.8504862873419947,-0.5312962728520103,2.86765223319464,-1.2755463077196685,2.686775841383888,2.256356094277136,1.0661828144410261,B
-0.24619958333198402,-1.2724268577484656,0.5388272803018889,1.5916631142323514,0.7413792412719109,0.1615370634461313,-0.730458858709147,0.6290896856129318,1.3296948503001256,1.47002499300778,0.8178349256606791,0.7753932925324863,1.4529738742735576,1.8644212037429293,0.12780006458688664,-0.5771381471370256,-0.17466317747893445,1.2386579606002948,1.9796478896220326,-0.6273178980454038,B
1.5723821243720786,1.949479579731293,1.191819952216557,2.9744395119415517,-0.4245216856600107,0.01293261414879958,-0.5663478468175949,1.3346611809026616,-0.45368832283192767,-0.13651562375757767,0.14707019592494394,2.6374905793593726,-0.8871824204695353,-0.8635376646215768,-1.9741956539469836,2.117750251506352,0.188709196385337,-1.7472217308326523,2.6427187352912407,-0.7995276380667367,B
0.055239843990067844,1.1519564317289392,1.133258610759529,3.211042976004573,0.3485870342212715,0.10044252946408212,-2.5788119784457177,0.8248987310000103,0.3002064822796032,-0.17266332745157845,-1.4792856556118348,1.3686671019008738,-0.8652009119732973,-1.995732556404627,-0.8689729174768169,1.6246804612645338,-0.41336712993504954,0.4961413279000987,0.6584491406364863,0.11298118228161742,B
-0.12138066307399452,1.179393813861219,1.7593266833291674,0.9893879577171222,0.3278166245402444,0.7217038393438593,0.6084040054107399,-0.8247167633270808,-1.7431049233944256,0.9240888761165615,0.9135315911782252,-1.9376381341707805,0.021663503917074278,-2.3826834247647284,0.3760737036265406,0.9369939146776087,0.04505229224699843,-0.812761681579517,2.0453869382922827,0.5543743419676886,A
1.0043691941781854,-0.4229719075803504,0.17771953337493981,3.3030614013958575,-0.3943850179997477,0.7133669998443222,-0.7673417754798402,0.0688045413082912,-0.520542295132366,0.2951951661565414,0.7187169706362102,2.4508039125441714,-2.7229984342907985,2.032331335394632,0.4595957551879224,2.252895992381803,-1.1124824267852238,1.5490972700446748,-0.1492186101498716,-1.6653472226908037,B
-0.19078742734159995,0.3299944786153415,0.22154685963747497,2.340204984561664,-1.2109309399744752,-1.0572837227749081,-0.9224412745010799,-0.002385442146486775,0.8867638791898372,0.43062114441155785,-1.472581025106536,0.0612158313997776,1.3040718501809905,-1.6392064031131803,0.03464313237319083,-2.7584454378778913,-0.32435751436890414,0.07075830443891351,-0.610360113750877,1.6447026647592162,B
-0.19521717176352898,-0.5851988564032838,0.43919160346343583,-1.7806645174448188,0.3856025426513031,-0.89995607883704,-0.1790195321729196,-0.2292831673316738,0.3592188549021594,-0.34682225625408536,-1.2687368286540495,-2.16880704195657,-1.3240504943575944,-4.491077688690552,1.0655992059735226,-1.559463879850723,0.3434239023700874,-0.08821848459092152,2.8015213981221514,-2.9985637135622296,A
-0.36053972293928394,-0.9573983155063878,-0.028109013927451163,-0.8372714188870036,0.41869048698053746,-0.500313550334694,-0.8013792575456595,0.5098933686576848,-1.4861247555767358,-1.668457410302315,0.28374970402579963,-1.2889499995104172,-0.7582579567423307,-1.9614946780756237,0.9752741700212504,-1.3942961402482785,-1.2402311672143964,0.4018541342869326,0.7546749041567391,-1.0627581455096482,D
-0.45754390312867915,-1.3641800202513565,0.24722554123338417,4.611734206603558,-0.723326244933127,0.6523868657150947,0.6463299920253678,1.2110054681698905,1.2910058551989612,-0.8362003587285046,-1.4962395330107545,1.2197015450426627,-2.4616464490299714,2.5088307264332017,2.910379399422256,-1.3662192460481968,-0.24508934610242722,-3.198757249585427,-1.4244716002431237,-0.4029098158927569,A
-1.7510697588478434,0.4277808441909103,-2.16574614605386,1.8310402915001611,0.6853624208918621,-1.3714544120197036,0.4499234014725233,1.118151994487554,-1.8107297008167262,0.7005032147255191,0.5652285213153372,-0.5530734985131902,-2.29222776726109,0.5495636232321097,1.7695840926155337,-1.5911353674170736,-0.7252918068429492,-2.4347229986918375,-0.8886325336855625,-1.3583538497022645,A
