feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
-1.8782283412947642,-0.7582212024071928,0.4466069047594263,-0.5812224620746506,-0.380082481248381,-0.15094928308975475,-1.6225379193779876,1.7671584783124725,0.38391839383506143,0.7266456637001045,-1.268687600408773,0.6277119777374566,1.036482768155056,-0.4035348054704867,-0.42349611571328744,129.26184413215458
0.04062386743642746,1.0937611402071619,-0.8261283956017528,-0.16237714101991538,0.6406381757967053,0.2561483820899287,-1.2817659771147716,2.316715510437997,-1.2819386772342674,0.5336296156354127,0.06548903977228406,-0.06978314914069673,0.6970680143489274,-0.5629708889563371,1.2018856417767032,165.88248485437452
0.9195710820328687,0.013446926301128228,-0.10276644527622071,0.7165269505615659,0.288886106355293,0.8263231223664795,2.479092030657511,-0.23862697561006938,1.3074793185452227,-0.8819955735795326,0.6028075372594809,-0.16188440195775558,1.682334547329082,-0.1782874631432773,0.2445558156977243,189.83636970318963
-1.0098837893779593,-0.23647683372884923,1.5271278352731028,1.4073265159986943,-1.8433678322243146,-2.239653421710324,-1.4340254557132304,0.8399324925068024,0.42565767475616967,1.0434803468382576,0.034456958983922044,0.036639051822417536,0.6048047483836277,0.6966757794367692,-0.3178512653147687,128.0299548835095
-0.2578255270768583,-0.15020611218353644,0.9653959032684514,-0.2770334197793288,0.23692755346389516,-1.2019492625953485,-1.0334475548625934,-0.5179021868233451,0.7625817749714193,-0.2667079636189276,0.8573411775814236,1.2984708278551735,-0.330612091048665,-0.4752212219915637,-0.48287330351943436,70.07238082455463
1.8616194754490518,-1.9710506590960886,1.002359820574107,0.8791112701458956,1.7629703809183985,0.930019519947473,-0.08291961803001811,-0.7150870692725161,0.5528693338969255,-0.5914714162245607,-0.8090555599760926,-0.20409988760997735,0.19714840118200272,-0.8521739324463254,-0.7910770507982001,76.42402010558004
0.7538251150148451,-0.5817600613598053,0.27434295091240607,0.17724857721542023,-0.2277656049435807,0.8054795173950948,0.9954085480953502,0.6435058497881333,0.6798608728195482,-1.9128756773949256,-0.31785553053843585,-2.4058788880705397,0.09290029184862723,-1.7752474743574833,-0.9089995008291064,-244.64901532361486
-0.3611406535308903,-1.517030604000108,1.3660673748844565,2.612270262217322,-1.470054724775317,-0.4784519878915471,0.12718093941206834,-0.7933238021624857,1.1312408271943442,-0.2742504127297514,0.3353355247531205,-1.9906605465394345,-0.4080468543960918,-0.09839624616102118,-1.2129404376289705,-155.32127199653172
1.209477876996912,-0.25971050017689223,0.3074381432036777,-1.1081265331930097,-0.2855879576123575,2.0571865994890275,0.33388956092093797,-0.22780126059125339,0.48872493450986615,-0.746455051258639,1.574894650443791,1.9144801789834014,0.7015093719676295,0.07079833119992626,-1.029948843338062,105.05871435612558
-0.8372755565658794,-1.1670186563041671,-0.6467464027340675,0.7280515402075497,-0.2744612038250082,-1.3885145653788298,-0.31376406658877465,-0.7584136867464436,1.1456938186714565,0.9320682018579388,0.968717913015146,-2.5054118643431096,-0.5684239108259477,1.3415821172217703,-0.22522337986674001,-221.28414678099696
