feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10
-8.520369654709354,-3.1744838738361487,-9.220575432788262,-1.004749187543304,7.381252640147199,-8.308611140949289,-6.512534869567465,-8.948815835338756,2.210192881323577,0.9106247461043757
-8.518482939585555,-5.26854081180543,-6.965613853950472,0.027347181037102875,7.6436267922621415,-8.559932257124519,-6.428847409214497,-7.542815904919302,2.0979278485568056,-2.7498316847217046
-6.20019664051466,4.658381777389295,3.940984428530454,2.7633311543774983,9.947317966011052,1.1958679754845147,-3.7630966842698284,0.9821461448937371,10.125218638489624,-2.001120699825483
-6.643242234202747,6.266467644274689,4.342260022695695,2.925552299285815,9.983902443719483,1.5503189113302014,-4.690309677878961,0.7187313212945871,9.940893606085632,0.8669541896803756
-1.2571208066772097,-6.30432560201483,5.5052511637562365,-3.207756246661194,-5.268146871201108,3.8070198822279817,3.870078190228178,-0.762221720804189,0.1095744313042335,-9.75991567331055
-3.2150630379409995,-5.9053690405036425,5.968130897481748,-3.4019217295849664,-7.39755494838839,4.628990291074092,3.4938157957148728,0.29497437756401934,4.473049174983472,-9.492530828113418
-3.0569944515038623,-6.5779855575855075,6.009417978007021,-5.461445908688504,-6.292527123800646,3.2790668181281757,4.939364409946404,-0.9819080898479416,4.813466978424922,-10.669849186864184
-6.86367155812557,-4.463046904583191,-5.821974983524604,-0.22478111605122303,6.2065323034554085,-9.135382488885611,-4.885709601519789,-10.007684552933657,0.4633825191436307,0.17279811423134586
-6.826355380674524,4.778522369308512,4.666859130712593,3.8824321243934365,9.433408979127524,2.426151228467576,-4.439046973275418,1.2482331246779332,8.329195769031163,-2.0883039611301353
-7.446813949074664,6.689931505512143,3.7203524393808145,3.7848636484159988,6.777380344790771,2.5113346985459026,-4.024504238747515,-0.12890600241681183,10.207341358911716,-1.015188460724937
-8.156898345077233,5.036726501185999,2.0626136811717664,2.8485626593428055,8.19434220375628,4.394933730000356,-4.980035937973169,0.3517883335246977,11.121753346720602,-1.7094673980406592
-4.1494269664272405,-6.428716932707342,6.445856046374423,-3.3911227687928633,-5.768163092288513,4.251443207773634,3.2692747868212426,0.3193145912183911,4.489540661680163,-9.410003192182016
-6.0849637006434545,-4.517633172959326,-6.18863612698464,1.1565898263549366,5.487342056305285,-9.556698844864966,-6.113595333606421,-9.01883660802181,0.14766444084071528,-0.12686255092861887
-6.967015074078276,-3.710330169671712,-8.255477603091169,0.01725614352269972,5.874912638172123,-7.370216575464004,-5.418054399501009,-8.097432110171276,3.051492142095352,1.0430335014814438
-6.419855607104377,-4.462783386745084,-7.680661373581912,0.10717459381436067,6.924979149930106,-7.077244772755605,-5.305809257400535,-8.712304626467363,0.8098473068613733,-0.7558214960711613
-7.420888806946236,-3.908614764691156,-7.470039873304439,0.6244373576076299,7.435334041574798,-8.551831671939139,-6.224404127102688,-8.83557148626994,1.0586621045791422,1.6118735810216858
-7.3514301433285,5.0479578960510025,-0.03763794647400198,4.61717185790383,10.289806826264531,1.53710439212868,-4.643314091696439,0.5293847171202593,9.208145458802743,-0.628241747656188
-3.853235660870965,-4.213727484349615,5.289105391597633,-6.290746437126448,-6.835770866898772,2.696408758769407,3.6246545946262354,-0.7802258198805574,3.688606986126868,-9.23111843946005
-4.7994930171363,-7.2175057499069,5.7002023050371795,-4.280235934065601,-7.380902149666347,5.643789422535467,3.261298731328729,-0.8802162221973621,2.2971571883221014,-9.052842294575063
-3.5340198328415346,-6.995348406582693,6.379718841226349,-3.238780833521065,-5.044513281385891,5.099098741657806,4.00881068663879,-0.4432814462724157,5.341663808427351,-9.570911994919998
-7.699167214662813,-5.647239918252737,-5.672384531277839,-1.2056789585509189,6.288249382193208,-10.331210468276714,-8.287010723836717,-7.486104562417431,2.439189950448287,2.135280691748462
-7.238867549036031,-5.938006375684979,-7.962465878616516,-0.6479162117192292,8.137495868308285,-7.872908713905189,-5.94223553593291,-8.513659609520897,2.4757736492263707,1.989911713951212
-7.6596682490592976,-4.350900312190273,-7.352159996415538,-0.7450416102154249,8.528046748763694,-8.30802339864774,-6.511043777615719,-10.464906258402069,2.349662156017475,-2.002321441576345
-3.855841620394222,-7.30198195048805,5.1364950037299355,-4.529265959982911,-6.7928652035608605,5.012093401764454,5.378904536430375,0.6377786488424996,5.501564787825708,-8.332782267126934
-7.885743063156003,4.700723390871319,3.3738678413306262,5.993270083731597,8.788377713528977,1.4138947356783056,-4.794352405181538,0.5773945424812581,9.273670031586931,-2.1528087313111675
-5.7847627875485585,-4.465202794229985,-8.385730225435648,-0.4343454596071333,7.026862610515659,-8.757333798296369,-6.552314918453861,-9.54080885552187,1.4407860869404916,0.5719596109780775
-4.285635169558669,-7.153333723865136,7.051188790159834,-3.2782975931787726,-6.433105693782526,4.869074795430589,3.7207073589192436,0.7746033071289788,4.262113514594345,-9.983881870235113
-4.870920633145903,5.164279024258263,4.929766552575584,3.7796260829954362,6.145060745383146,2.319640363233172,-4.727772692556929,0.6758926014160906,10.957443386213159,-1.5858465209853803
-8.517644361194026,6.542379451826348,2.5888096236384714,3.267318433395906,8.990217216598005,2.2139316263039084,-6.17596839292862,1.2032331187665206,8.963190025645947,-2.0844550599617033
-2.7072428873398744,-6.282199481294971,4.833152387030768,-3.746102057548968,-6.606994542937999,2.4353097555280847,6.058831874200017,-0.43664777582005215,3.111172674727506,-8.673804906324953
