ad1_spend_monthly,ad1_conv_rate,ad2_spend_monthly,ad2_conv_rate,ad3_spend_monthly,ad3_conv_rate,monthly_pricing_plan,monthly_active_users,annual_revenue
7853.675241908646,0.27060200385256244,4387.582541806034,0.058472460579574025,6130.858026208942,0.2529554210988448,68.30143849536091,84164,23932.28709119596
4312.201386308999,0.2540703115954321,4421.403346534946,0.13943612461370625,8044.741277878293,0.03780686180366686,22.32241325583636,44720,20906.03528011163
1632.851009017175,0.1976642112820847,4245.2339381867205,0.2721919881472017,8679.399073089804,0.09717734199708743,42.343101410609904,65838,13582.51200974594
5868.359074931064,0.2535901806658227,9113.184724497201,0.22103090434824446,7564.791061727928,0.17004774738699063,54.73903398973889,50061,23900.352349348028
1577.0373355351917,0.09441792721074443,7838.829428214182,0.2507396023266995,8245.426698577334,0.04125112933549221,37.22718842753444,55349,19009.60009901328
6369.7864690477545,0.1508185839132206,9283.066380027967,0.23401439731724763,2961.192714132627,0.2975025427798235,81.94698494285221,36725,20496.644254557836
7829.478364725333,0.17040415670280548,8132.373956956626,0.18389972548219413,2465.223757890061,0.1551734302527257,54.08716124865332,26207,18955.8014219871
3092.517592005229,0.14500311906427243,3650.7937565639877,0.2892410777660097,3475.7759895244635,0.24682670144788993,94.20909508723199,13961,36781.00988762855
2089.3927069213846,0.12217065073222791,6547.070625875739,0.26848158302506747,1236.9286976821968,0.1366094131379872,35.22476358472271,28064,33977.02542780076
6770.095299507887,0.07357166308540408,8951.856557519466,0.20585483065341598,6392.488504300772,0.0900740404987852,76.4873779813128,17213,10101.056225133663
2341.631185416846,0.017192397944734664,1882.0156880082282,0.12428779743916214,4323.754668404501,0.17076025369686537,48.93632233252935,95079,21786.053223727027
7156.255736172915,0.18243741306946018,8129.858468745413,0.18406812980483034,2641.2382159657013,0.1546528001353836,94.39425427026045,20548,33133.25093829846
1103.136602124651,0.2773993364281961,3285.410979774421,0.011681189968826252,5095.413618416301,0.2022566847405803,22.46054802920225,10463,-18.541731516506843
7890.55891797983,0.25101603328110544,4951.030045204581,0.06388137966332859,6310.628281621897,0.19647125399801843,37.96432335889067,16075,18181.875896216356
5681.119238580491,0.1318373394890103,5191.011934615204,0.17279973616365163,4478.368168530169,0.035746558789808855,14.417779025478197,42311,2711.163082682433
9038.769282700214,0.011078439211884705,1916.3072883662144,0.20938076837751443,3330.3224389201596,0.12347639641696218,57.60048759077304,80832,26831.94169142245
6629.853871271187,0.19503159405488488,1283.0077463164428,0.02963595406999131,4669.5823520435615,0.28537908937253803,42.315398965715616,55676,23124.63527924258
2591.9989464700966,0.2693839009985267,9311.502841068275,0.23150467833897737,8448.170484326543,0.24814208252956732,95.78655153652919,58045,967.3276012771821
1016.4928966110821,0.15794948124936226,1794.3251249978011,0.04486648839172997,6807.725830232645,0.18947562488372036,54.88971946477031,8569,-1614.4221628565228
4703.762815459126,0.05421734516559536,3255.8210430851723,0.2534974459225843,3346.851835005852,0.16672238919981655,14.749812849439675,59552,-7504.534905893081
8399.503174762569,0.10620116801654768,8525.469012253574,0.16783960113464572,3983.7683176492633,0.26190157961534977,34.07821405384729,28814,36981.14362262993
8911.13071606622,0.05184246102842576,9057.260510297165,0.19714750348155413,4711.142141531642,0.02666386195564565,92.50561303418054,31070,3081.2392780127266
6578.931699932359,0.060106094206553044,7848.780068092447,0.16814984191505564,2430.1546135124854,0.2683424814889137,46.8716011553567,65572,8164.0566400980115
1297.4695789828422,0.09031673694631649,9013.053903834963,0.2026379728980964,2688.576777894158,0.14458595958099846,56.64675088694457,70184,11058.0332018693
1066.427506347638,0.16789766211979287,4814.954763958149,0.052437221093490555,5216.324286648497,0.07065797508948704,87.95783052029354,96767,-11285.41177976997
1655.9953744983454,0.1166356378405208,2811.9257625812998,0.20205177219083428,9945.76769537697,0.027685001663915167,91.72707429903708,68398,14614.517203066693
2561.11764093896,0.12651874530355534,8501.974521792574,0.19871937270545628,9752.08947826165,0.25898815273267967,17.547987479426702,85976,25504.596280814792
3972.8343947934463,0.16414960574061727,5894.417950505109,0.21775632011358795,2961.573707017492,0.21404345714347217,22.82286922217854,69949,8939.94068209185
4368.988306785166,0.07613398611296397,2023.1433779451609,0.2797204381849594,7448.756609503799,0.03825838681848139,78.95053936505644,66086,15840.746166269699
7861.866860102673,0.21499467218615084,4975.912922390063,0.28026328268503486,2537.0916396020657,0.2443850470090001,13.095515752455626,16982,28380.818173261345
8663.69375185723,0.10226993644419408,3325.781557101194,0.27805853145684467,3890.0823845020536,0.10825230286481012,54.33872470306436,57605,34671.78960177974
