ad1_spend_monthly,ad1_conv_rate,ad2_spend_monthly,ad2_conv_rate,ad3_spend_monthly,ad3_conv_rate,monthly_pricing_plan,monthly_active_users,annual_revenue,revenue_category
5820.059634884495,0.0781118110107419,5447.594481585709,0.10291729602789416,5889.302326329055,0.026829508439878573,69.23521178621263,10210,6319.639631194909,Low
4594.98571988854,0.18267926608268475,2783.1589272095557,0.2371461594066528,8899.854732425056,0.07263395884681208,77.16527970980572,36208,31232.053497598354,High
9560.558159910019,0.021369356968099495,4401.873162988392,0.15979863195433072,4158.814391076094,0.28076750617655055,91.51448300749782,69354,16400.53426327066,Normal
2134.7938309436636,0.02293432942403726,6331.65785969643,0.12250814111464499,8871.557582127683,0.22830073974638457,49.71829536730931,22941,2441.30006131363,Low
6633.6967675125015,0.0983267055278512,5235.9434729630375,0.24269071009018672,1426.1005206041505,0.28904556443760476,29.584268201740926,54562,23431.50158048431,Normal
6806.103712531953,0.09353471391483235,7224.558761220564,0.26433014238558855,1377.2249169337204,0.2565662569637834,74.30375094904997,1946,1556.336759186579,Low
5363.581788542544,0.20191872209020198,8827.641062862687,0.07472601445412796,4960.57754551968,0.17669358549557315,27.46585658781412,36855,34381.7377354691,High
1483.4709692702468,0.25720095614400096,4632.659369870145,0.08059070211251224,4000.6697293197017,0.040463251473354486,95.3129110170616,48206,13861.15269111282,Normal
7929.49748222497,0.25209870001319934,1630.799528400762,0.26249619443614935,3069.494839894314,0.05858054468485188,22.537654960534518,85120,21308.91969096555,Normal
4944.362800194967,0.28682707642458477,8427.187572606526,0.14051056684841268,6865.443175157502,0.22611393702187207,65.52987228648922,76088,11128.936944481173,Low
5989.302937229578,0.21055710987790033,1331.848725770451,0.06279542413181627,1940.3656913065015,0.07525173116493239,12.08830865459807,64436,12203.033904758588,Low
2810.7542032660194,0.27555111103542834,1069.6686552165581,0.28101312401565687,4969.651083821622,0.1305427141706729,29.413612570828704,46050,6489.103401763927,Low
1326.2380212426501,0.20808318652367533,8985.647877994892,0.08064016443516378,8950.466054907109,0.2768039865811038,90.84880766448308,91091,35555.705868714234,High
6541.682045749777,0.18849864128689345,8647.714293578145,0.06321829496037949,7296.3275355311935,0.12912642137245292,57.439327744434195,26959,18687.15966970003,Normal
6263.3195680789,0.026304625479138914,1747.9050440070437,0.11443781762626967,7530.795607822792,0.10844598155760458,65.89964607889019,68239,17085.34415479367,Normal
1404.1249691152448,0.21134027651893214,7423.679309453451,0.11057238060237785,1678.945466857565,0.2920057434217179,36.2972746896897,32301,1480.3517485308112,Low
2350.496210177148,0.24034897567467528,4020.09033929185,0.037869900389490334,1846.5657992253455,0.1637836068861237,34.054035064158946,1743,17211.740707984085,Normal
5086.450762412749,0.2998793415567679,7822.872928750798,0.16366965062570735,9053.558702354028,0.2562819193051352,73.76750534241981,43343,10198.786442089036,Low
1146.3579996842816,0.034571318657477396,7990.961974695514,0.15439339571573968,6474.310383170002,0.061404226789246195,94.01239901985399,82267,15260.927427399718,Normal
6255.13038676376,0.12398693561343381,7457.446482845499,0.03086163921819661,5123.585040150623,0.08009755323594503,71.17844586211228,38370,-1171.6678134939102,Low
6905.444677502926,0.18598243357815028,6497.153117496535,0.028969436491369106,6573.795843431456,0.036512639129495456,71.93162606385181,14433,4722.938301292901,Low
1476.8338344237789,0.22127843096726105,9665.768923721183,0.1876560949406441,3134.196070899154,0.27345711795212896,65.93973597749311,86392,24706.063284238982,High
4124.4591269541925,0.108350785917979,6352.956693124611,0.14303465870054166,5894.051229431206,0.11172162876254879,47.00567060993003,67352,20107.86128096489,Normal
6598.458374427256,0.2238755104214131,6892.904905405748,0.04334280952195773,2003.1935462519114,0.0857375425507202,78.55876008826881,53760,23930.844486646944,High
6432.569960597327,0.09963897775774495,9309.62190031177,0.15354266783998374,4463.263203699229,0.2830820021536285,36.40643367035712,79728,22371.89577856813,Normal
8098.934414179642,0.21380911768315164,2433.5566444433553,0.21477699201012596,6680.911538061115,0.0970510009966025,44.15414526841064,91146,28918.93171276046,High
3923.855551085882,0.2516273313456998,3255.5010048257955,0.017226917777227714,5420.515312121157,0.028361216033671838,71.58007159943296,20589,9221.291640947007,Low
1498.3647075463632,0.2937199928236898,8540.4191501092,0.04274503956735163,4287.588551552718,0.26950170692175357,11.889695190373192,2244,13044.089082112336,Low
8062.879971333334,0.06647155231717179,9425.647956125089,0.05139506637071195,1610.3236649102537,0.21437567382461786,10.648900800833545,1385,10525.578368431718,Low
9062.659519021214,0.25801180595653767,5034.107370761177,0.2885185052254156,5839.018203023916,0.07619138925388616,56.89674007372466,11246,3980.3039824229872,Low
1319.0225668398573,0.07002886087578358,4836.046752204553,0.05030052739980094,2094.7913869568474,0.026776058382162737,41.51774780383171,76840,25556.740536202597,High
9434.446479668024,0.0680118102864411,9337.754869413067,0.20715254775917932,1063.6593868910347,0.23844709246640775,61.25540546364851,25422,10897.885774537659,Low
7245.477644524247,0.2653703420815562,4705.770603166143,0.04442736245654594,3158.9296740644754,0.015390108043520858,41.95252481204143,78993,14500.395629651868,Normal
1308.952546851673,0.12098246290228652,9479.874674181381,0.11205986751606903,4254.063460236698,0.15862454140025495,96.30404681520682,95854,45313.584134947385,High
5758.715043311545,0.2969229226655484,3701.227039423012,0.24855969012475143,9185.745063122213,0.17122465476212964,14.597316545010862,63980,11281.276254026816,Low
8619.507311796766,0.17335035368912724,3638.2383177121505,0.22273532867027016,8856.570090437552,0.1531996805537803,51.42614984841618,58704,14599.859819143796,Normal
9846.421870308359,0.25309008763112045,1216.406123994995,0.06102838430664751,1893.5817728136906,0.2796553969987286,90.45589379464761,55994,24285.0452901395,High
4623.277113880282,0.012091062905862877,5528.90524143243,0.28139317283986137,1984.9144782952392,0.08812136609223485,69.76188578051679,63193,12544.156004427037,Low
5958.382799922067,0.22211803908543276,4370.837033977733,0.11652674503471962,4876.41156660295,0.12384510098600274,95.75289920351669,15343,15421.586884279895,Normal
6302.329011070443,0.251165918537599,3300.3339489930145,0.1867928156162195,7665.132294641409,0.24406675453264207,90.80657806515107,19104,8323.516308437709,Low
7554.26878196957,0.14443981569193243,7262.273043840819,0.1731314219065625,2331.590402965994,0.28892851118260876,30.475400260629385,5221,-842.1362795851928,Low
7050.813795077971,0.18906315141188895,7695.08468863662,0.22429876370082402,8143.487452664932,0.24253973638079798,93.46102807439806,87876,36996.40025352168,High
1098.7322261605443,0.24205613630200426,1068.7489469587097,0.05880830003093609,1121.2754645673647,0.254309300004981,29.04475186137187,60618,10020.651191930418,Low
1677.226031603146,0.026106762676017442,8028.796009073065,0.2455642822923599,3358.029670052344,0.233978090689362,74.2050667593211,45009,13649.62700776936,Low
8879.621969966189,0.19166570736269634,1799.2843129576763,0.15759375731391695,1926.3723729909004,0.21460421145621866,44.811228218288335,45538,25551.60183001576,High
2364.4419762474236,0.19090368717359552,2260.2635168885063,0.20173298230257378,6807.786658429852,0.27810891045669206,61.7191997411754,61538,22553.89198520573,Normal
1407.0746677938305,0.10865395843941676,3832.3446729858074,0.17239469941894814,8966.641507220607,0.042202170705764104,53.51217317139332,25440,13765.782837912915,Normal
1177.5554875910157,0.13323449080151847,2024.8124285793278,0.012446064828232573,8778.179725417252,0.14885946664451452,94.72204184212684,58617,23247.44793290084,Normal
4515.394905634814,0.07619084511226215,5848.364270531439,0.24347940044306302,2479.908015991794,0.025661354527891,85.47733109401584,60880,7597.458362767104,Low
8310.748927598068,0.2944638921576945,5866.7711981675,0.2223149532778695,6155.000074811272,0.11080666412617188,19.22812259935409,59925,21374.86957105509,Normal
6446.517675057364,0.23901954627555713,3925.833728612131,0.22681524114350787,2015.7328748300515,0.03561806355443437,19.618333091936993,85991,29613.761609632053,High
1294.730556084092,0.0859071670166327,1634.7856420896044,0.18528802374775125,5937.786405913204,0.25730863434908874,49.49418202883508,79219,11815.788194394561,Low
3067.9572520554384,0.19663124059368378,9737.475320586398,0.26747187779470616,9572.11281579759,0.289937873057893,12.929577711418608,48898,28509.803514693773,High
5668.417710968787,0.013129232842261218,8420.62279008848,0.16830387658163526,7484.135392540948,0.11605566973365561,47.854098487549706,69689,20091.693693957393,Normal
5058.601201988413,0.09195650936220198,9560.660013863333,0.09932215419366448,9399.622240245599,0.10387026052891449,24.546036360377588,16007,5660.30943781066,Low
7292.403366658424,0.20186762848098674,7273.305710244015,0.22548353101030946,8670.355297361231,0.030537707355456634,60.22206851428708,93233,3547.1648822732895,Low
5326.504813755258,0.040208091199602926,6072.180824854169,0.16967880883811623,2832.168515840747,0.2596045054846559,84.0879887603647,5096,-5543.125992525163,Low
5481.47230451812,0.25652548318118795,7493.709039115048,0.25840518833532533,8063.187505260931,0.14881231865810357,31.781818045037735,75122,23030.40555944687,Normal
6642.1774099754975,0.22070661057802254,7275.05693879562,0.11185015278146437,3573.0847700342288,0.03543490704380194,59.64607311404519,1925,1269.2982413568789,Low
4275.3018453551795,0.18258092870844692,7214.642172430225,0.21757878548693466,2151.2121078759665,0.2951605049192347,35.8955868809212,62294,13764.409893424727,Low
1720.1512812335927,0.23971259461598124,3364.4007778803993,0.06357325899544135,8452.813742141521,0.14524313679384526,97.53857567530252,93362,31649.37701770378,High
2477.1234013522626,0.25608753890117053,9421.63863488528,0.1091528790320984,3835.080710227127,0.20731694186462074,11.421304984297104,34669,6448.413749794056,Low
4461.934129389928,0.27862369988972296,7720.815747307365,0.017567497188176857,5971.51764408426,0.19465521338811823,55.83369447952587,56001,22724.373429444666,Normal
3459.8903339022418,0.111584824138725,6736.4084948416885,0.15407912758617026,1362.3008586563174,0.27066407913915924,28.19585665397802,22892,23959.23619299978,High
